,19941231,19951231,19961231,19971231,19981231,19991231,20001231,20011231,20021231,20031231,20041231,20051231,20061231,20071231,20081231,20091231,20101231,20111231,20121231,20131231,20141231,20151231,20161231
ITEQ,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
ITI,38.817,51.997,108.977,36.8771,67.4338,123.7801,88.9847,17.2728,10.18,37.8223,93.4421,64.9517,71.46,132.0581,52.9821,51.4215,62.4671,44.7142,56.5862,68.7414,55.824,68.8817,117.3136
ITIC,#N/A N/A,29.3055,43.596,59.5,58.989,47.2132,40.4302,38.847,57.473,77.6515,91.7722,107.5096,133.8909,92.5702,85.6536,70.6154,69.6192,75.3917,122.6015,164.9672,147.4964,194.9797,298.0559
ITRI,241.7648,411.2775,237.6193,262.836,105.6419,91.6239,93.8718,491.5105,387.0969,377.7019,510.0083,995.7628,1331.0043,2940.1185,2198.1579,2712.4574,2241.8989,1431.9446,1750.8747,1621.9431,1632.0134,1371.4391,2408.2234
ITRN,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,36.3239,220.8149,128.4731,44.0757,33.0041,43.8272,177.7621,364.3468,343.8261,263.5575,171.6054,298.6476,409.5446,322.5407,318.5693,458.0727,461.5123,396.9265,622.114
ITUS,121.0804,217.3731,410.8045,274.8398,88.615,61.9342,65.0564,25.9432,16.1591,40.8773,91.5099,47.8273,58.5636,96.2202,63.599,85.2919,33.0551,28.181,#N/A N/A,#N/A N/A,43.9384,32.4565,55.5777
IVAC,#N/A N/A,81.143,211.633,118.5015,75.7796,41.0025,37.0125,28.6295,48.3788,239.0373,152.5759,272.8308,549.8286,313.9331,110.5514,253.2461,316.0376,171.1028,107.2396,176.5888,154.9184,107.7137,179.0285
IVENC,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
IVFGC,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
IVFVC,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
IVTY,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,118.1206,97.4679
IXUS,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
IXYS,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,35.1296,75.0313,387.3724,216.2538,224.6139,307.5776,343.0773,397.5377,292.7214,249.2014,253.0426,231.636,362.7446,338.3192,281.8337,405.0531,398.7794,398.3782,376.0137
IZEA,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,3.6234,6.7936,16.1553,40.0078,31.9915
JACK,222.3525,223.1115,344.8115,755.0608,512.028,899.4968,822.0986,#N/A N/A,#N/A N/A,619.4191,1184.9046,1065.9871,1866.1356,1936.6269,1252.5672,1149.229,1134.0719,881.388,1233.25,1707.815,2534.2619,2852.1535,3109.1786
JAGX,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,18.2811,10.0291
JAKK,#N/A N/A,#N/A N/A,31.88,39.536,64.7795,360.1642,164.177,356.7716,329.6513,327.7769,551.1321,564.2191,606.6485,667.5755,567.764,334.9819,497.7635,366.0587,275.0563,152.3335,154.2396,168.3849,119.48
JASN,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,216.6081,84.2751,44.644
JASNW,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
JASO,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,78479.0329,5010.4719,6577.2622,7751.0403,1707.2145,1064.2117,2218.5064,2197.6815,2993.566,1572.3694
JAZZ,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,361.9262,55.8255,246.2916,786.3981,1640.5388,3089.253,7322.0022,9929.0784,8617.0308,6522.1746
JBHT,587.2013,644.942,520.73,668.6812,818.984,493.3774,592.0354,834.7128,1152.0174,2163.7711,3650.4923,3482.3283,3470.6552,3431.9619,3311.6518,4106.0983,4958.0138,5270.1454,7017.6749,9062.7632,9821.4575,8359.2091,10804.3784
JBLU,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,1721.466,2706.8728,2420.3831,2660.74,2522.0514,1071.4013,1929.5183,1588.6246,1947.8831,1465.2452,1607.3647,2524.3141,4914.559,7293.3,7555.54
JBSS,49.1967,82.74,45.6618,69.7459,34.305,32.018,21.5027,0,89.8007,466.4886,278.1619,138.6384,128.0981,84.3823,49.1712,162.8054,137.0675,80.2958,200.6185,279.2919,533.0469,610.7401,791.5115
JCOM,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,205.2108,12.3722,53.1036,210.3539,572.4259,814.4776,1058.3273,1343.9195,1030.251,874.2395,900.022,1303.3308,1314.3932,1379.8822,2305.7149,2939.3899,3947.2997,3880.896
JCS,112.3375,144.6322,136.605,165.5542,103.8437,111.163,75.9373,62.2955,64.8997,65.5648,98.3019,106.474,88.5458,101.3841,64.6023,103.9099,118.3416,119.0428,88.1389,95.284,90.8749,68.0229,42.1851
JCTCF,#N/A N/A,#N/A N/A,#N/A N/A,5.6599,#N/A N/A,5.8957,4.7547,6.8302,7.8626,7.1533,8.8831,14.5574,23.7729,17.9323,11.6201,15.9,18.839,14.8677,20.6502,31.9246,27.1494,25.8086,26.9783
JD,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,196190.9197,286975.5766,250381.4212
JIVE,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,980.9281,950.2546,783.5963,445.7195,311.6916,339.767
JJSF,110.544,99.11,121.4063,141.952,203.355,182.412,141.494,209.8595,300.1875,324.7445,433.2365,543.6954,766.521,573.4615,594.5489,736.0624,910.4122,994.498,1158.5354,1656.2575,2061.1173,2207.8082,2477.1655
JKHY,113.9872,290.9857,427.6058,514.1258,993.209,1081.5347,2713.2472,1950.9236,1055.6792,1843.1179,1809.1417,1745.8084,2027.3029,2169.526,1629.4727,1954.2522,2509.5394,2912.7624,3381.4515,5069.3401,5029.8026,6155.4132,6891.4483
JKI,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
JMBA,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,149.94,186.9,329.8193,25.1406,89.6113,149.7772,91.9186,184.827,213.2324,242.387,247.5557,166.9343
JMU,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,362.9892,362.9892
JNCE,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
JNP,121.8674,233.838,407.044,500.9025,87.8478,218.4375,131.5097,112.9944,119.1254,249.9777,110.5174,194.1597,253.4405,117.4274,68.5088,70.8805,183.8075,218.3272,55.6109,80.3225,60.34,111.2606,60.7264
JOBS,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,11961.1929,3255.0268,7477.0097,3715.9771,1191.1529,3345.7869,9164.1039,7527.503,8422.0097,13942.6787,13130.6446,11265.5981,14088.3471
JOUT,157.95,182.6775,99.5925,137.87,68.799,57.6591,47.8695,60.8672,86.308,116.1759,177.9501,153.8022,169.3482,203.4627,114.3656,84.4792,121.7265,151.4742,198.3583,276.6605,257.332,215.3332,363.3375
JRJC,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,132.9449,92.9026,480.7244,154.6803,160.9652,150.365,37.3804,25.2978,139.4996,119.6127,146.6777,101.8005
JRVR,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,649.5784,970.6995,1215.6519
JSM,#N/A Invalid Security,#N/A Invalid Security,#N/A Invalid Security,#N/A Invalid Security,#N/A Invalid Security,#N/A Invalid Security,#N/A Invalid Security,#N/A Invalid Security,#N/A Invalid Security,#N/A Invalid Security,#N/A Invalid Security,#N/A Invalid Security,#N/A Invalid Security,#N/A Invalid Security,#N/A Invalid Security,#N/A Invalid Security,#N/A Invalid Security,#N/A Invalid Security,#N/A Invalid Security,#N/A Invalid Security,#N/A Invalid Security,#N/A Invalid Security,#N/A Invalid Security
JSMD,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
JSML,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
JSYN,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
JSYNR,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
JSYNU,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,19.5209
JSYNW,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
JTPY,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,22.2273,22.9538,23.773,29.6686,39.0945,47.5759
JUNO,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,4285.8858,3608.7783,1949.1466
JVA,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,35.1697,21.5663,28.4019,8.8762,21.7633,21.36,66.5269,40.9102,34.0281,35.5549,26.1894,30.386
JXSB,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,20.9036,20.766,32.7382,33.2705,30.0458,25.6913,24.3383,19.3423,18.6863,20.7374,26.4131,33.1134,35.559,41.3881,47.081,52.7333
JYNT,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,61.6468,74.841,34.5054
KALU,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,1149.0264,1635.7632,451.4114,843.9109,962.4519,883.3361,1191.4335,1274.6465,1257.6859,1510.3765,1371.342
KALV,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,95.2874,12.1315
KANG,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
KBAL,547.716,586.852,856.5039,765.9859,772.0928,667.6134,569.376,576.5253,542.4701,592.6187,569.7259,406.1617,942.0867,505.9547,319.1555,318.1879,260.3922,192.1327,442.0972,577.663,354.4853,365.6325,653.7061
KBSF,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,23.5671,108.0236,71.1685,71.1685
KBWB,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
KBWD,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
KBWP,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
KBWR,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
KBWY,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
KCAP,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,216.2124,79.2665,101.9766,158.6869,145.0809,243.263,268.9902,250.8064,150.997,172.0544
KE,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,350.6474,319.3364,497.406
KELYA,1010.3597,1055.8172,1052.006,1119.5888,1046.4578,998.9105,849.5442,782.9197,881.8592,960.5628,956.3851,1097.266,1053.2571,676.2535,452.3244,440.089,445.905,419.52,578.46,937.244,640.9,535.148,734.204
KELYB,1010.3597,1055.8172,1052.006,1119.5888,1046.4578,998.9105,849.5442,782.9197,881.8592,960.5628,956.3851,1097.266,1053.2571,676.2535,452.3244,440.089,445.905,419.52,578.46,937.244,640.9,535.148,734.204
KEQU,6.8051,7.101,12.1257,29.3387,31.059,28.0508,27.2801,19.712,22.6176,24.8849,23.051,21.1344,18.55,39.5364,23.1339,34.0434,28.8788,24.8144,29.1201,45.405,45.7072,44.6655,60.5956
KERX,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,197.7716,144.8831,31.3899,116.0676,362.3377,553.0376,578.0255,366.8377,15.8741,141.2013,281.4022,179.6881,188.4383,1070.2294,1311.4056,530.9651,620.2289
KEYW,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,374.885,190.7039,458.56,496.2818,390.3033,240.4428,452.3731
KFFB,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,86.6607,86.8736,80.7665,77.3013,86.4725,79.5136,71.4175,63.8702,68.5865,69.4573,79.2359,76.2336
KFRC,#N/A N/A,#N/A N/A,259.512,1094.7511,1017.5147,592.2444,98.4808,199.6446,127.6888,285.6705,413.7747,431.4121,498.1424,405.1515,291.9629,488.8125,675.0134,467.5783,495.4613,690.0953,709.7357,718.6598,619.0569
KGJI,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,3.1903,2.9244,1.875,0.1875,49.2843,173.5305,60.5424,62.6993,109.1218,58.7075,47.8235,149.2026
KHC,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,88986.1444,106222.6616
KIN,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,181.1173,146.9474,67.4436,99.2581
KINS,#N/A N/A,#N/A N/A,#N/A N/A,3.8438,10.8326,13.4053,4.2379,3.633,4.8177,11.7363,20.7113,7.1428,11.2392,6.2632,1.4269,7.4414,13.4344,13.498,18.7013,52.828,59.5664,65.9577,73.0358
KIRK,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,167.8513,136.3415,94.5437,20.2712,41.2376,247.9463,267.5386,221.2205,162.1703,306.7625,305.5001,394.6576,198.748
KITE,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,2413.7954,2999.1537,2245.7376
KLAC,1137.976,1319.1013,1825.8005,3245.6587,3808.889,10224.3367,6213.8952,9270.6935,6727.4899,11491.7354,9155.1495,9842.7065,9936.3664,8671.235,3701.0941,6222.1677,6461.4271,8044.8598,7935.0737,10737.5678,11438.5979,10795.3428,12331.4629
KLIC,173.922,449.1435,373.16,433.7763,415.4388,1006.901,549.2081,842.8744,283.6691,728.347,443.2095,465.7687,482.3112,364.0111,92.5726,379.0059,441.8782,681.577,871.8529,1009.77,1117.604,656.8328,1131.5089
KLRE,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
KLREU,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,26.6008
KLREW,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
KLXI,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,2164.1602,2064.9481,1807.05
KMDA,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
KMPH,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,287.7903,43.2086
KNDI,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,15.6494,87.8284,144.3775,101.5487,126.4702,436.3821,648.3107,511.9169,261.871
