,19941231,19951231,19961231,19971231,19981231,19991231,20001231,20011231,20021231,20031231,20041231,20051231,20061231,20071231,20081231,20091231,20101231,20111231,20121231,20131231,20141231,20151231,20161231
IGOV,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
III,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,214.8571,106.4472,100.806,67.4841,37.3643,41.8589,157.3973,155.1356,134.7328,142.5827
IIIN,59.4011,57.7913,55.8819,66.9687,40.1043,76.113,#N/A N/A,#N/A N/A,#N/A N/A,6.0214,132.5335,156.3214,324.0449,216.959,187.0175,203.991,156.9805,193.5669,208.3263,411.9113,429.2867,297.3026,676.6254
IIJI,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
IIN,34.1181,33.735,59.2525,50.2906,43.3207,34.3069,17.9165,10.7499,7.7809,19.132,10.5662,21.8301,25.7967,66.1158,19.2321,17.6384,21.7272,35.344,23.0324,22.0711,40.1475,45.336,47.058
IIVI,19.8529,65.7362,163.9503,154.512,49.7621,127.9547,210.8481,240.4274,225.5145,368.7852,619.1833,522.9042,819.8185,909.015,563.4523,940.7887,1443.7695,1151.8748,1137.5647,1100.4958,832.5935,1136.2591,1853.7898
IKGH,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,32.499,#N/A N/A,213.7177,228.1679,126.0023,182.0719,79.1925,67.9155,65.5765
IKNX,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,7.8624,14.1895,12.4621,15.1378,18.9868,11.4455,12.3925,14.3068,15.0233,16.0877,29.6795,29.3858,22.5843,21.7018
ILG,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,302.9699,705.0914,921.5878,785.4688,1102.436,1774.9684,1192.8164,897.4284,2265.2062
ILMN,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,513.4378,368.4346,101.4,230.5357,235.6966,527.1307,1841.9688,3328.6334,3068.7781,5086.2637,6138.4087,4969.2956,6785.8792,14098.0647,27030.9778,25699.056,26685.854
IMDZ,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,519.53,404.6763,192.6016
IMED,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
IMGN,26.7155,33.9165,40.2871,20.6778,55.7703,157.9875,825.0865,659.37,137.1905,223.6696,361.1439,229.5983,211.1199,178.0392,218.3181,450.4566,629.9115,888.1513,1073.397,1256.1774,525.0941,1181.1328,178.0947
IMI,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,362.2382,392.018,228.713,91.8953,113.894,46.9388
IMKTA,188.1285,199.182,275.6795,317.057,242.6506,249.7662,227.1885,277.6522,262.059,229.9712,317.2038,384.4131,730.0712,628.2492,403.962,371.3607,482.2655,363.8534,414.1144,614.514,721.0454,877.0457,997.794
IMMR,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,604.9819,138.8591,127.8527,23.5603,122.9924,171.505,160.7788,179.7824,393.5486,164.2573,128.2381,189.4139,144.3035,187.5207,297.2523,262.4647,330.321,235.1528
IMMU,105.1925,196.662,195.36,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,164.3822,159.5149,210.1516,174.2486,127.7343,241.568,269.7312,251.48,221.1455,383.0061,447.415,290.7511,388.9892
IMMY,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,66.0276,30.1404,69.4367,67.6068,50.4037
IMNP,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,46.339,58.2543,52.7726,76.6502,47.8321,24.8498,5.4314,30.5349,45.3134,23.7099,31.8917
IMOS,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
IMPV,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,799.87,766.0553,1213.1887,1329.4436,2015.6096,1270.6172
INAP,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,11425.6989,1078.6478,175.501,59.2348,560.44,314.4776,146.9211,712.7965,414.4925,125.56,238.5861,316.2634,312.0163,370.257,406.253,433.1036,358.2144,89.0105
INBK,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,17.497,59.117,100.0873,74.3185,128.5698,207.2976
INBKL,#N/A Invalid Security,#N/A Invalid Security,#N/A Invalid Security,#N/A Invalid Security,#N/A Invalid Security,#N/A Invalid Security,#N/A Invalid Security,#N/A Invalid Security,#N/A Invalid Security,#N/A Invalid Security,#N/A Invalid Security,#N/A Invalid Security,#N/A Invalid Security,#N/A Invalid Security,#N/A Invalid Security,#N/A Invalid Security,#N/A Invalid Security,#N/A Invalid Security,#N/A Invalid Security,#N/A Invalid Security,#N/A Invalid Security,#N/A Invalid Security,#N/A Invalid Security
INCR,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,1573.0976,2613.3057,2827.9225
INCY,109.9733,249.9,538.0205,1172.43,1040.1462,1733.4,1634.0885,1297.5423,306.3317,496.2072,829.3939,443.3397,490.4007,849.5573,368.918,1083.1182,2041.5246,1898.3447,2216.8069,8251.9143,13645.9997,20242.2195,18935.8644
INDB,75.7785,106.9965,153.3525,271.9868,251.1904,177.25,178.1875,307.9087,329.7336,413.9724,517.2862,439.7569,529.1539,369.5925,426.0275,436.7129,574.0227,586.7287,659.3076,931.2901,1027.386,1220.5151,1902.5595
INDY,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
INFI,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,290.1634,179.2811,67.6541,150.8411,121.9372,28.8996,242.2616,188.2379,192.2782,162.1567,157.259,236.2202,1662.474,666.0264,825.5634,387.0453,77.3573
INFN,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,1286.699,805.0937,866.0536,1056.6925,671.8093,653.3844,1173.6937,1881.0456,2540.3696,1231.2283
INFO,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,4823.6735,5333.661,14915.1
INFR,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
INGN,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,597.8922,793.0765,1375.3145
INNL,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,7.4026,185.973,155.7336
INO,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,13.6077,79.6022,72.5748,66.8941,144.1505,40.3558,22.892,117.1305,120.7939,57.7665,72.0843,609.884,557.6031,485.3047,513.9928
INOD,14.5503,19.5869,6.5033,3.0834,9.25,39.6081,116.116,63.6946,20.5786,52.7177,223.1614,81.9184,51.6348,132.1396,60.2975,140.5997,71.9433,97.2825,94.0804,61.3725,73.984,72.5183,63.5475
INOV,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,2579.1215,1525.3304
INPX,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,67.6538,40.2028,14.2905,9.562
INSE,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,26.5632,30.3954,172.0752
INSEW,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
INSG,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,88.7856,168.7997
INSM,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,113.7646,125.8002,14.9005,114.0332,98.7219,131.0558,89.1687,100.5711,57.266,100.2602,98.7457,75.7416,210.6561,665.3405,770.5008,1121.924,820.5231
INSY,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,856.3909,1490.4127,2047.9734,845.9907
INTC,26380.375,46591.75,111142.875,115384.5,207187.5,277138.75,202050.0625,215685.6,107830,203432.32,147195.62,147738.24,116761.5,155689.68,78869.16,112282.59,114849.24,121250,100017.12,127155.2,178287.4,165280.5,171557.1
INTG,#N/A N/A,#N/A N/A,38.374,36.5037,31.2226,28.739,38.1,37.1919,21.8226,30.7726,34.2744,39.3148,43.7822,42.7886,28.2153,24.2523,52.3862,43.4458,49.5544,43.82,41.9665,60.7602,63.6816
INTL,#N/A N/A,3.6525,4.8769,6.4781,2.0295,14.0604,6.1799,1.4719,4.1423,28.1152,53.8299,67.861,228.4364,224.8021,77.5103,254.634,422.7888,445.6635,331.9777,354.7176,390.9071,637.6183,737.2939
INTU,1431.8542,3188.1599,1249.128,1543.0647,3005.861,5517.4107,12712.2171,8529.2095,10655.9353,9944.5496,8501.9158,8065.5771,12296.3509,10733.318,8048.4144,9192.2538,15046.624,16026.1304,17608.0987,20330.2128,25119.7262,25755.1334,27953.5743
INTX,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,298.848,155.4643,178.1578,142.4846,90.0484,86.2155,186.1357,191.5908,170.166,140.9367,74.204,66.6873,42.9386
INVA,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,947.3396,1213.31,1857.9717,1191.177,767.9074,839.5123,2014.4246,1890.5003,2187.949,3975.5454,1645.5743,1209.8128,1163.4217
INVE,#N/A N/A,#N/A N/A,#N/A N/A,257.16,995.3355,907.5116,502.821,227.5202,66.215,118.116,75.4071,53.3281,48.8208,52.5616,35.424,59.57,121.6555,130.0291,91.2135,42.8599,147.7896,21.3865,23.9285
INVT,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,35.94,8.3874,3.0127,32.1542,17.9662,10.9866,23.2895,13.4069,2.1819,3.9969,7.3621,4.2769,3.1651,2.9784,12.0869,14.1623,7.3416
INWK,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,702.4685,828.1824,297.0061,267.5322,301.9045,437.5515,691.7574,399.4882,411.5523,398.235,540.3759
IONS,78.864,331.3931,471.618,328.1897,349.9982,197.5813,425.9137,1192.7196,363.8734,361.1221,338.9393,378.3359,914.9946,1374.021,1377.9043,1098.2339,1005.8651,721.3099,1059.463,4640.2194,7312.6539,7453.3672,5817.8629
IOSP,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,193.3343,139.5541,136.9305,211.5,187.1194,237.4614,256.7436,200.5278,554.0615,408.0147,138.9929,238.7703,483.5453,646.9411,804.7353,1125.2977,1037.2265,1308.9482,1648.8744
IOTS,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,115.4551,28.6564
IPAR,76.8225,74.7419,62.413,47.3481,37.24,74.936,104.3542,140.3769,146.8742,432.9191,308.1407,363.7315,392.1437,368.9626,231.6975,367.1927,573.9049,475.2258,597.0451,1105.2191,850.3267,739.3231,1003.7327
IPAS,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,1420.7865,464.4018,421.1701,373.1906,250.9591,74.7269,63.9997,72.3332,83.9185,112.6113,101.1881,88.7126,63.3845,109.56
IPCC,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,676.9962,728.0343,770.0209,949.2666,585.2945,661.0511,548.5334,770.5833,669.9292,675.8752,825.412,887.1766,916.9467,970.7676
IPCI,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
IPDN,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,29.1169,61.9449,7.2333,14.8127
IPGP,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,879.8067,592.6514,770.8594,1485.7785,1612.7578,3423.0938,4030.3632,3923.537,4715.1287,5256.4857
IPHS,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,310.4993,417.8206,490.2539,774.4187,1049.873,1015.1355,1064.0065,1255.5255,559.0249,758.3203
IPKW,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
IPWR,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,36.8088,51.1702,76.462,49.4136
IPXL,#N/A N/A,#N/A N/A,28.9373,14.7366,17.005,117.8332,213.9513,627.3792,191.9787,795.8697,898.2323,898.2323,898.2323,#N/A N/A,#N/A N/A,843.3573,1296.6325,1341.3857,1398.8933,1751.8558,2256.4737,3107.9027,976.5861
IRBT,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,780.122,429.6655,441.8898,230.4942,320.8718,473.4969,812.4142,516.461,1024.5973,1031.9286,823.141,1592.0535
IRCP,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
IRDM,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,436.5,564.089,579.5914,564.4105,513.8179,479.3892,915.5738,800.0097,920.4384
IRDMB,#N/A Invalid Security,#N/A Invalid Security,#N/A Invalid Security,#N/A Invalid Security,#N/A Invalid Security,#N/A Invalid Security,#N/A Invalid Security,#N/A Invalid Security,#N/A Invalid Security,#N/A Invalid Security,#N/A Invalid Security,#N/A Invalid Security,#N/A Invalid Security,#N/A Invalid Security,#N/A Invalid Security,#N/A Invalid Security,#N/A Invalid Security,#N/A Invalid Security,#N/A Invalid Security,#N/A Invalid Security,#N/A Invalid Security,#N/A Invalid Security,#N/A Invalid Security
IRIX,#N/A N/A,#N/A N/A,47.625,49.2194,#N/A N/A,#N/A N/A,#N/A N/A,28.7013,19.6061,#N/A N/A,#N/A N/A,59.11,69.5566,20.8253,28.679,21.2323,31.4991,33.3527,31.7832,95.728,70.1589,73.2587,147.0189
IRMD,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,139.509,313.2388,118.9032
IROQ,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,53.9823,63.9589,74.445,73.3735,74.2601,73.0825
IRTC,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
IRWD,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,1026.4337,1205.5687,1194.0398,1406.7272,2157.4073,1660.1729,2249.3954
ISBC,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,1237.1622,1761.7531,1532.7749,1464.5808,1055.1666,1480.6068,1495.4398,1989.8644,3541.5365,4018.6947,4166.0836,4316.819
ISCA,#N/A N/A,499.8882,785.323,810.2872,1521.375,3474.7074,1985.3593,2119.4443,2027.6768,2284.2055,2594.7936,2903.343,2753.3722,2193.3601,1259.8308,1294.2863,1134.8588,1143.8663,1237.7171,1585.2626,1445.6141,1647.4678,1644.5861
ISHG,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
ISIG,7.172,6.8688,10.808,8.7868,12.7485,33.231,51.1135,89.1576,123.2005,32.5194,32.6433,10.8071,46.2136,43.6955,14.7676,72.5652,104.0197,27.3963,23.2594,34.8949,43.6438,33.3867,27.6842
ISLE,159.4763,104.461,113.5924,67.2577,58.5542,305.2019,309.0859,254.6657,377.026,615.516,658.3172,617.7749,750.7533,635.4887,113.3991,317.1409,253.9521,190.6234,244.042,307.572,269.0167,782.8042,880.8679
ISM,#N/A Invalid Security,#N/A Invalid Security,#N/A Invalid Security,#N/A Invalid Security,#N/A Invalid Security,#N/A Invalid Security,#N/A Invalid Security,#N/A Invalid Security,#N/A Invalid Security,#N/A Invalid Security,#N/A Invalid Security,#N/A Invalid Security,#N/A Invalid Security,#N/A Invalid Security,#N/A Invalid Security,#N/A Invalid Security,#N/A Invalid Security,#N/A Invalid Security,#N/A Invalid Security,#N/A Invalid Security,#N/A Invalid Security,#N/A Invalid Security,#N/A Invalid Security
ISNS,#N/A N/A,11.1375,6.1875,8.673,7.9793,9.916,13.1613,6.9366,13.9426,33.2088,59.7791,49.3847,53.869,68.2653,25.3858,45.4383,63.4695,31.828,24.6841,24.6255,13.2893,18.3522,19.6177
ISRG,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,303.2445,363.3267,226.1644,564.8524,1370.0765,4243.2331,3557.2439,12425.81,4975.8492,11682.055,10026.475,18196.293,19712.874,14671.856,19359.204,20426.384,24605.796
ISRL,32.5297,20.0182,13.6115,21.4492,6.6725,10.23,16.995,10.296,7.2072,16.2862,13.8328,40.5146,79.7642,129.0088,84.9278,194.3149,229.1014,243.3964,282.6127,345.2826,375.0414,242.717,226.6554
ISSC,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,220.9596,99.2617,79.2854,186.5326,451.4334,230.7873,286.9969,163.705,66.0999,76.8614,95.0883,57.3252,57.669,123.1141,53.709,46.6706,55.6643
ISTR,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,100.5799,128.5717,132.4495
ITCI,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,443.1889,520.6584,2321.3545,659.408
ITEK,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,299.3771,255.3033
